datetime,proba,y_true,pred,discharge_cms,rain_mm,rain_sum_12h,dis_lag_1h,dis_rate_1h
2019-05-11 19:00:00,0.012922146909051592,1.0,0,0.015,0.0,0.05438130642591499,0.041,-0.026000000000000002
2018-01-03 04:00:00,0.028972228737720103,1.0,0,0.02,0.0,4.281571959638875,0.02,0.0
2018-01-03 03:00:00,0.02933286058205484,1.0,0,0.02,0.0,4.281571959638875,0.02,0.0
2018-02-14 22:00:00,0.041717329295957804,1.0,0,0.0,0.3631439192777483,5.074933616569304,0.0,0.0
2018-01-11 20:00:00,0.04960670713531633,1.0,0,0.02,0.8048327137546469,5.056186935740839,0.02,0.0
2018-01-11 19:00:00,0.0515547674301886,1.0,0,0.02,1.404832713754647,4.419330855018587,0.02,0.0
2018-02-14 21:00:00,0.05785360951395418,1.0,0,0.0,0.027190653212958,4.7117896972915565,0.0,0.0
2024-03-08 06:00:00,0.08660937627332782,1.0,0,0.035,1.0368560807222518,1.0368560807222589,0.035,0.0
2024-03-08 12:00:00,0.14565094122061684,1.0,0,0.035,0.0,3.8873074880509897,0.06,-0.024999999999999994
2024-12-15 21:00:00,0.1582585971149774,1.0,0,0.035,0.0,2.2960701009028215,0.035,0.0
2018-05-31 15:00:00,0.3360776245087433,1.0,0,0.003,0.0,6.016303770578863,0.006,-0.003
2024-02-17 17:00:00,0.4252935857117107,1.0,0,0.035,0.0,0.0,0.035,0.0
