datetime,proba,y_true,pred,discharge_cms,rain_mm,rain_sum_12h,dis_lag_1h,dis_rate_1h
2024-01-17 12:00:00,0.9999003450180605,0.0,1,0.232,0.0,0.0,0.232,0.0
2021-12-10 17:00:00,0.9995363845757149,0.0,1,0.006,4.582474774296336,43.89362719065322,0.006,0.0
2021-12-05 22:00:00,0.9991234133011608,0.0,1,0.093,0.2,0.2864046733935245,0.093,0.0
2021-12-10 16:00:00,0.9991074553068383,0.0,1,0.006,25.238343069569837,39.31115241635688,0.006,0.0
2018-02-25 15:00:00,0.9991067251303561,0.0,1,0.14,2.6864046733935214,6.905735528412109,0.14,0.0
2022-01-07 22:00:00,0.9990450925647167,0.0,1,0.093,0.040785979819437,20.634731810939993,0.093,0.0
2021-10-15 21:00:00,0.9989962766608781,0.0,1,0.149,0.0864046733935209,31.0809346787042,0.0,0.149
2024-12-02 10:00:00,0.9989214319806511,0.0,1,0.06,0.0,3.9595326606479095,0.06,0.0
2021-12-07 22:00:00,0.9985500658066252,0.0,1,1.332,2.431120552310144,18.516622411046207,1.772,-0.43999999999999995
2018-02-15 05:00:00,0.9982267754694469,0.0,1,0.1,0.3407859798194371,1.4078597981943708,0.14,-0.04000000000000001
2022-03-13 15:00:00,0.9977733157553698,0.0,1,0.093,0.0,0.0,0.093,0.0
2024-02-09 01:00:00,0.9974508787566867,0.0,1,0.06,0.7855018587360596,9.36171003717473,0.06,0.0
2018-01-21 07:00:00,0.9972170615626902,0.0,1,0.038,0.8640467339352098,0.8640467339352098,0.038,0.0
2018-02-15 20:00:00,0.9968225944231206,0.0,1,0.0,4.081571959638874,27.734731810939987,0.0,0.0
2022-01-21 22:00:00,0.9965259101813588,0.0,1,0.138,4.564046733935211,22.755284121083385,0.138,0.0
2022-03-02 22:00:00,0.9958357988615175,0.0,1,1.226,0.0,20.78730748805099,1.438,-0.21199999999999997
2024-01-08 16:00:00,0.9956567700948591,0.0,1,0.06,0.0,4.33988316516198,0.093,-0.033
2018-01-21 08:00:00,0.9954463032676677,0.0,1,0.038,0.1728093467870419,1.0368560807222518,0.038,0.0
2022-02-27 22:00:00,0.994488910460681,0.0,1,0.093,4.064949548592671,15.913276686139143,0.093,0.0
2017-12-18 15:00:00,0.9942276498592897,0.0,1,0.062,0.113595326606479,1.8894317578332447,0.1,-0.038000000000000006
